trade_id,timestamp_ns,symbol,side,quantity,price,venue,strategy,account,status
INT_000600,1700000000600000000,UNH,Buy,7775,120.35,NYSE,momentum,ACC013,active
INT_000601,1700000000601000000,CVX,Sell,2370,184.13,NASDAQ,stat_arb,ACC018,active
INT_000602,1700000000602000000,CVX,Buy,2029,68.8,NASDAQ,market_neutral,ACC018,active
INT_000603,1700000000603000000,MSFT,Sell,3451,386.73,NASDAQ,momentum,ACC014,active
INT_000604,1700000000604000000,XOM,Buy,2647,132.8,NASDAQ,momentum,ACC004,active
INT_000605,1700000000605000000,META,Buy,9002,257.57,NYSE,mean_revert,ACC003,active
INT_000606,1700000000606000000,GS,Buy,3244,376.52,NASDAQ,mean_revert,ACC012,active
INT_000607,1700000000607000000,TSLA,Buy,1649,178.31,NYSE,momentum,ACC011,active
INT_000608,1700000000608000000,PG,Sell,5389,327.35,NASDAQ,market_neutral,ACC005,active
INT_000609,1700000000609000000,HD,Sell,5192,481.4,NYSE,stat_arb,ACC011,active
INT_000610,1700000000610000000,JPM,Buy,7155,174.51,NASDAQ,momentum,ACC011,active
INT_000611,1700000000611000000,PG,Sell,7306,211.43,NASDAQ,pairs,ACC018,active
INT_000612,1700000000612000000,AMZN,Buy,9948,86.89,NASDAQ,momentum,ACC018,active
INT_000613,1700000000613000000,NVDA,Sell,1262,377.34,NYSE,market_neutral,ACC001,active
INT_000614,1700000000614000000,HD,Sell,9677,145.74,NYSE,market_neutral,ACC009,active
INT_000615,1700000000615000000,CVX,Sell,2445,214.62,NYSE,market_neutral,ACC010,active
INT_000616,1700000000616000000,TSLA,Sell,8220,279.69,NASDAQ,mean_revert,ACC017,active
INT_000617,1700000000617000000,AAPL,Buy,2727,390.74,NYSE,pairs,ACC006,active
INT_000618,1700000000618000000,META,Buy,7931,472.63,NYSE,momentum,ACC016,active
INT_000619,1700000000619000000,JPM,Buy,4341,216.25,NYSE,momentum,ACC017,active
INT_000620,1700000000620000000,MA,Sell,7705,463.06,NYSE,stat_arb,ACC011,active
INT_000621,1700000000621000000,AMZN,Sell,4324,310.38,NYSE,pairs,ACC013,active
INT_000622,1700000000622000000,MA,Buy,8475,163.21,NYSE,market_neutral,ACC013,active
INT_000623,1700000000623000000,MA,Sell,7986,406.7,NYSE,market_neutral,ACC005,active
INT_000624,1700000000624000000,WMT,Buy,3778,84.69,NASDAQ,momentum,ACC005,active
INT_000625,1700000000625000000,META,Buy,5944,320.91,NYSE,momentum,ACC014,active
INT_000626,1700000000626000000,V,Buy,7899,353.85,NASDAQ,momentum,ACC019,active
INT_000627,1700000000627000000,META,Sell,377,159.65,NYSE,market_neutral,ACC019,active
INT_000628,1700000000628000000,META,Buy,8409,67.64,NYSE,stat_arb,ACC006,active
INT_000629,1700000000629000000,GS,Buy,8474,481.21,NYSE,mean_revert,ACC003,active
INT_000630,1700000000630000000,NVDA,Sell,9947,496.75,NASDAQ,momentum,ACC008,active
INT_000631,1700000000631000000,JNJ,Buy,9556,419.2,NYSE,market_neutral,ACC017,active
INT_000632,1700000000632000000,GS,Buy,5624,465.06,NYSE,momentum,ACC013,active
INT_000633,1700000000633000000,UNH,Buy,1788,57.45,NASDAQ,momentum,ACC020,active
INT_000634,1700000000634000000,AMZN,Buy,7806,455.72,NYSE,market_neutral,ACC017,active
INT_000635,1700000000635000000,AMZN,Buy,7911,346.73,NYSE,pairs,ACC017,active
INT_000636,1700000000636000000,JNJ,Sell,721,363.94,NASDAQ,momentum,ACC016,active
INT_000637,1700000000637000000,UNH,Sell,9660,412.08,NYSE,pairs,ACC005,active
INT_000638,1700000000638000000,GS,Sell,3819,459.54,NYSE,mean_revert,ACC020,active
INT_000639,1700000000639000000,CVX,Sell,4233,135.06,NYSE,market_neutral,ACC017,active
INT_000640,1700000000640000000,AMZN,Buy,6154,344.55,NASDAQ,pairs,ACC012,active
INT_000641,1700000000641000000,AMZN,Buy,6990,343.21,NASDAQ,mean_revert,ACC018,active
INT_000642,1700000000642000000,JNJ,Sell,4524,496.31,NASDAQ,momentum,ACC014,active
INT_000643,1700000000643000000,CVX,Sell,2938,216.6,NASDAQ,mean_revert,ACC010,active
INT_000644,1700000000644000000,HD,Sell,6532,381.1,NYSE,momentum,ACC015,active
INT_000645,1700000000645000000,META,Buy,3523,278.75,NASDAQ,market_neutral,ACC020,active
INT_000646,1700000000646000000,GOOG,Buy,6385,484.06,NYSE,stat_arb,ACC005,active
INT_000647,1700000000647000000,PG,Sell,1454,78.84,NYSE,mean_revert,ACC003,active
INT_000648,1700000000648000000,KO,Buy,6306,468.81,NASDAQ,market_neutral,ACC017,active
INT_000649,1700000000649000000,BAC,Buy,2881,338.13,NASDAQ,stat_arb,ACC007,active
INT_000650,1700000000650000000,XOM,Sell,3200,65.12,NYSE,market_neutral,ACC006,active
INT_000651,1700000000651000000,GOOG,Sell,3929,344.76,NYSE,stat_arb,ACC009,active
INT_000652,1700000000652000000,UNH,Sell,6484,232.45,NYSE,market_neutral,ACC001,active
INT_000653,1700000000653000000,MSFT,Buy,9014,178.02,NASDAQ,mean_revert,ACC009,active
INT_000654,1700000000654000000,JPM,Buy,7460,468.37,NYSE,mean_revert,ACC006,active
INT_000655,1700000000655000000,JNJ,Buy,9162,82.57,NASDAQ,mean_revert,ACC004,active
INT_000656,1700000000656000000,XOM,Sell,8823,415.92,NASDAQ,pairs,ACC013,active
INT_000657,1700000000657000000,HD,Sell,3995,390.86,NASDAQ,pairs,ACC019,active
INT_000658,1700000000658000000,AAPL,Sell,1914,166.02,NASDAQ,momentum,ACC008,active
INT_000659,1700000000659000000,V,Sell,5795,282.43,NYSE,mean_revert,ACC008,active
INT_000660,1700000000660000000,BAC,Buy,6546,353.16,NASDAQ,stat_arb,ACC018,active
INT_000661,1700000000661000000,META,Sell,5152,209.09,NASDAQ,momentum,ACC007,active
INT_000662,1700000000662000000,PG,Buy,3857,380.94,NASDAQ,momentum,ACC008,active
INT_000663,1700000000663000000,NVDA,Buy,5843,120.2,NYSE,stat_arb,ACC003,active
INT_000664,1700000000664000000,PG,Buy,8881,481.1,NASDAQ,mean_revert,ACC020,active
INT_000665,1700000000665000000,V,Sell,9422,440.95,NASDAQ,momentum,ACC017,active
INT_000666,1700000000666000000,GS,Sell,3648,387.58,NYSE,stat_arb,ACC017,active
INT_000667,1700000000667000000,JNJ,Sell,8869,64.65,NASDAQ,pairs,ACC006,active
INT_000668,1700000000668000000,WMT,Buy,8500,257.03,NYSE,stat_arb,ACC007,active
INT_000669,1700000000669000000,UNH,Buy,5341,212.72,NASDAQ,momentum,ACC018,active
INT_000670,1700000000670000000,GS,Buy,4423,262.11,NASDAQ,mean_revert,ACC006,active
INT_000671,1700000000671000000,PG,Sell,3459,238.59,NASDAQ,mean_revert,ACC013,active
INT_000672,1700000000672000000,GS,Sell,2957,307.13,NYSE,stat_arb,ACC009,active
INT_000673,1700000000673000000,JPM,Sell,6250,138.23,NYSE,pairs,ACC001,active
INT_000674,1700000000674000000,META,Sell,8195,110.51,NASDAQ,pairs,ACC010,active
INT_000675,1700000000675000000,GS,Buy,6537,94.54,NYSE,stat_arb,ACC007,active
INT_000676,1700000000676000000,GS,Sell,1587,252.43,NASDAQ,mean_revert,ACC012,active
INT_000677,1700000000677000000,MA,Sell,5648,58.93,NYSE,mean_revert,ACC020,active
INT_000678,1700000000678000000,NVDA,Buy,4673,209.8,NASDAQ,pairs,ACC003,active
INT_000679,1700000000679000000,UNH,Sell,7608,334.27,NYSE,momentum,ACC011,active
INT_000680,1700000000680000000,JNJ,Sell,1178,85.6,NASDAQ,momentum,ACC011,active
INT_000681,1700000000681000000,V,Sell,4392,322.42,NASDAQ,mean_revert,ACC015,active
INT_000682,1700000000682000000,MA,Sell,6792,125.29,NYSE,momentum,ACC008,active
INT_000683,1700000000683000000,GS,Buy,3460,125.11,NYSE,stat_arb,ACC003,active
INT_000684,1700000000684000000,PG,Buy,441,396.92,NYSE,stat_arb,ACC009,active
INT_000685,1700000000685000000,KO,Buy,1391,344.67,NASDAQ,mean_revert,ACC008,active
INT_000686,1700000000686000000,JPM,Sell,7270,331.92,NYSE,market_neutral,ACC006,active
INT_000687,1700000000687000000,AAPL,Buy,5856,437.17,NASDAQ,pairs,ACC015,active
INT_000688,1700000000688000000,CVX,Sell,8997,250.18,NYSE,market_neutral,ACC020,active
INT_000689,1700000000689000000,WMT,Sell,8586,337.9,NASDAQ,mean_revert,ACC016,active
INT_000690,1700000000690000000,CVX,Buy,1477,248.84,NASDAQ,pairs,ACC009,active
INT_000691,1700000000691000000,TSLA,Sell,182,50.04,NYSE,mean_revert,ACC010,active
INT_000692,1700000000692000000,PG,Buy,8069,476.13,NASDAQ,mean_revert,ACC001,active
INT_000693,1700000000693000000,JNJ,Sell,9791,154.05,NYSE,market_neutral,ACC012,active
INT_000694,1700000000694000000,NVDA,Sell,9194,246.7,NYSE,momentum,ACC013,active
INT_000695,1700000000695000000,UNH,Buy,4318,85.64,NYSE,market_neutral,ACC020,active
INT_000696,1700000000696000000,GS,Sell,8725,413.96,NASDAQ,momentum,ACC003,active
INT_000697,1700000000697000000,META,Buy,4754,99.66,NASDAQ,market_neutral,ACC015,active
INT_000698,1700000000698000000,GS,Sell,3086,194.29,NYSE,stat_arb,ACC018,active
INT_000699,1700000000699000000,AAPL,Buy,1685,176.95,NYSE,pairs,ACC001,active
INT_000700,1700000000700000000,JPM,Buy,2478,56.63,NYSE,mean_revert,ACC014,active
INT_000701,1700000000701000000,BAC,Sell,6094,258.66,NYSE,mean_revert,ACC003,active
INT_000702,1700000000702000000,TSLA,Buy,4376,399.04,NYSE,market_neutral,ACC016,active
INT_000703,1700000000703000000,META,Buy,4107,417.76,NYSE,stat_arb,ACC008,active
INT_000704,1700000000704000000,UNH,Sell,4059,381.93,NYSE,momentum,ACC015,active
INT_000705,1700000000705000000,AMZN,Buy,7756,225.11,NASDAQ,mean_revert,ACC006,active
INT_000706,1700000000706000000,GOOG,Buy,4160,266.55,NASDAQ,momentum,ACC012,active
INT_000707,1700000000707000000,GOOG,Buy,1860,156.18,NASDAQ,mean_revert,ACC001,active
INT_000708,1700000000708000000,META,Sell,9589,103.84,NYSE,stat_arb,ACC002,active
INT_000709,1700000000709000000,HD,Sell,9778,119.75,NYSE,momentum,ACC006,active
INT_000710,1700000000710000000,PG,Buy,5554,468.88,NYSE,stat_arb,ACC012,active
INT_000711,1700000000711000000,TSLA,Buy,2071,269.53,NASDAQ,market_neutral,ACC012,active
INT_000712,1700000000712000000,WMT,Buy,359,360.16,NASDAQ,momentum,ACC009,active
INT_000713,1700000000713000000,GOOG,Sell,7178,301.56,NASDAQ,momentum,ACC019,active
INT_000714,1700000000714000000,META,Sell,5313,379.58,NASDAQ,market_neutral,ACC018,active
INT_000715,1700000000715000000,META,Buy,8712,119.76,NASDAQ,mean_revert,ACC018,active
INT_000716,1700000000716000000,MA,Sell,21,399.16,NASDAQ,momentum,ACC001,active
INT_000717,1700000000717000000,KO,Sell,3922,194.31,NYSE,market_neutral,ACC013,active
INT_000718,1700000000718000000,NVDA,Sell,9045,119.36,NASDAQ,mean_revert,ACC014,active
INT_000719,1700000000719000000,V,Buy,1587,285.44,NYSE,stat_arb,ACC005,active
INT_000720,1700000000720000000,META,Buy,3320,98.17,NYSE,stat_arb,ACC002,active
INT_000721,1700000000721000000,HD,Sell,8036,286.62,NASDAQ,stat_arb,ACC012,active
INT_000722,1700000000722000000,JPM,Buy,224,468.59,NYSE,pairs,ACC003,active
INT_000723,1700000000723000000,WMT,Buy,5923,301.11,NASDAQ,mean_revert,ACC002,active
INT_000724,1700000000724000000,KO,Sell,8677,68.29,NYSE,mean_revert,ACC003,active
INT_000725,1700000000725000000,NVDA,Buy,1668,376.33,NASDAQ,momentum,ACC007,active
INT_000726,1700000000726000000,XOM,Buy,9349,331.4,NYSE,market_neutral,ACC018,active
INT_000727,1700000000727000000,JNJ,Buy,9456,211.08,NASDAQ,pairs,ACC004,active
INT_000728,1700000000728000000,META,Buy,9020,230.7,NASDAQ,momentum,ACC018,active
INT_000729,1700000000729000000,KO,Sell,5782,456.12,NASDAQ,mean_revert,ACC014,active
INT_000730,1700000000730000000,JNJ,Sell,9978,158.33,NYSE,pairs,ACC018,active
INT_000731,1700000000731000000,GS,Sell,7422,251.37,NASDAQ,stat_arb,ACC002,active
INT_000732,1700000000732000000,BAC,Buy,8490,110.79,NASDAQ,stat_arb,ACC010,active
INT_000733,1700000000733000000,JPM,Buy,5169,59.77,NASDAQ,market_neutral,ACC017,active
INT_000734,1700000000734000000,CVX,Buy,1554,66.98,NASDAQ,momentum,ACC005,active
INT_000735,1700000000735000000,GS,Sell,9548,162.44,NASDAQ,mean_revert,ACC003,active
INT_000736,1700000000736000000,HD,Sell,9333,463.05,NYSE,mean_revert,ACC016,active
INT_000737,1700000000737000000,META,Sell,9450,418.78,NYSE,market_neutral,ACC010,active
INT_000738,1700000000738000000,GOOG,Sell,1295,401.05,NASDAQ,mean_revert,ACC014,active
INT_000739,1700000000739000000,JNJ,Buy,3724,386.46,NYSE,pairs,ACC002,active
INT_000740,1700000000740000000,BAC,Buy,5241,292.97,NYSE,mean_revert,ACC017,active
INT_000741,1700000000741000000,JPM,Buy,837,353.14,NASDAQ,pairs,ACC020,active
INT_000742,1700000000742000000,HD,Buy,3648,244.37,NASDAQ,momentum,ACC005,active
INT_000743,1700000000743000000,V,Buy,7806,307.15,NYSE,market_neutral,ACC013,active
INT_000744,1700000000744000000,GS,Buy,6539,275.82,NYSE,momentum,ACC016,active
INT_000745,1700000000745000000,CVX,Buy,8003,227.89,NYSE,market_neutral,ACC020,active
INT_000746,1700000000746000000,XOM,Buy,3980,82.24,NASDAQ,mean_revert,ACC019,active
INT_000747,1700000000747000000,MSFT,Buy,6786,240.59,NASDAQ,momentum,ACC011,active
INT_000748,1700000000748000000,MA,Buy,5004,126.16,NASDAQ,market_neutral,ACC015,active
INT_000749,1700000000749000000,KO,Buy,7226,70.19,NYSE,momentum,ACC012,active
INT_000750,1700000000750000000,TSLA,Buy,1851,382.81,NYSE,market_neutral,ACC005,active
INT_000751,1700000000751000000,BAC,Buy,5634,362.21,NYSE,mean_revert,ACC015,active
INT_000752,1700000000752000000,PG,Buy,5447,144.05,NYSE,momentum,ACC018,active
INT_000753,1700000000753000000,XOM,Sell,9001,267.36,NYSE,stat_arb,ACC013,active
INT_000754,1700000000754000000,HD,Buy,4195,126.64,NASDAQ,momentum,ACC020,active
INT_000755,1700000000755000000,GS,Buy,7627,344.64,NYSE,stat_arb,ACC013,active
INT_000756,1700000000756000000,GS,Sell,1777,58.59,NASDAQ,momentum,ACC013,active
INT_000757,1700000000757000000,XOM,Buy,5178,268.1,NYSE,momentum,ACC007,active
INT_000758,1700000000758000000,XOM,Sell,9196,466.86,NYSE,stat_arb,ACC008,active
INT_000759,1700000000759000000,XOM,Sell,5475,270.47,NYSE,stat_arb,ACC012,active
INT_000760,1700000000760000000,MA,Sell,4963,156.29,NASDAQ,stat_arb,ACC009,active
INT_000761,1700000000761000000,UNH,Buy,9102,477.1,NYSE,momentum,ACC011,active
INT_000762,1700000000762000000,UNH,Buy,1448,378.45,NYSE,pairs,ACC008,active
INT_000763,1700000000763000000,HD,Buy,6997,486.74,NASDAQ,pairs,ACC018,active
INT_000764,1700000000764000000,TSLA,Buy,2280,311.46,NYSE,momentum,ACC010,active
INT_000765,1700000000765000000,XOM,Buy,7056,498.06,NYSE,market_neutral,ACC006,active
INT_000766,1700000000766000000,V,Buy,9141,289.83,NYSE,momentum,ACC011,active
INT_000767,1700000000767000000,TSLA,Buy,5231,446.06,NASDAQ,pairs,ACC010,active
INT_000768,1700000000768000000,WMT,Sell,2499,400.6,NYSE,momentum,ACC006,active
INT_000769,1700000000769000000,AAPL,Sell,9932,305.17,NYSE,market_neutral,ACC008,active
INT_000770,1700000000770000000,JPM,Buy,5896,85.76,NASDAQ,momentum,ACC017,active
INT_000771,1700000000771000000,KO,Sell,6136,132.79,NASDAQ,pairs,ACC016,active
INT_000772,1700000000772000000,TSLA,Buy,3176,151.82,NASDAQ,stat_arb,ACC009,active
INT_000773,1700000000773000000,JNJ,Buy,3333,391.0,NYSE,momentum,ACC015,active
INT_000774,1700000000774000000,KO,Sell,5333,440.05,NYSE,pairs,ACC013,active
INT_000775,1700000000775000000,GOOG,Sell,5136,227.37,NYSE,market_neutral,ACC004,active
INT_000776,1700000000776000000,WMT,Sell,704,445.0,NYSE,market_neutral,ACC018,active
INT_000777,1700000000777000000,UNH,Buy,9147,224.33,NYSE,momentum,ACC010,active
INT_000778,1700000000778000000,WMT,Sell,4999,398.15,NASDAQ,pairs,ACC006,active
INT_000779,1700000000779000000,JNJ,Sell,903,360.48,NYSE,pairs,ACC015,active
INT_000780,1700000000780000000,MSFT,Buy,2955,400.43,NYSE,pairs,ACC014,active
INT_000781,1700000000781000000,V,Sell,418,130.5,NYSE,pairs,ACC003,active
INT_000782,1700000000782000000,GS,Sell,2696,373.27,NYSE,stat_arb,ACC004,active
INT_000783,1700000000783000000,WMT,Sell,1407,285.72,NASDAQ,market_neutral,ACC020,active
INT_000784,1700000000784000000,META,Sell,9026,221.27,NYSE,mean_revert,ACC019,active
INT_000785,1700000000785000000,TSLA,Buy,2379,130.49,NYSE,pairs,ACC010,active
INT_000786,1700000000786000000,BAC,Sell,4741,331.9,NYSE,momentum,ACC007,active
INT_000787,1700000000787000000,AAPL,Sell,210,256.39,NASDAQ,market_neutral,ACC001,active
INT_000788,1700000000788000000,KO,Sell,3907,147.59,NASDAQ,pairs,ACC014,active
INT_000789,1700000000789000000,WMT,Buy,9860,320.05,NYSE,market_neutral,ACC009,active
INT_000790,1700000000790000000,KO,Buy,811,133.18,NYSE,mean_revert,ACC002,active
INT_000791,1700000000791000000,TSLA,Buy,9481,427.11,NASDAQ,mean_revert,ACC003,active
INT_000792,1700000000792000000,GOOG,Buy,6841,497.18,NYSE,mean_revert,ACC020,active
INT_000793,1700000000793000000,KO,Buy,7470,387.2,NASDAQ,stat_arb,ACC003,active
INT_000794,1700000000794000000,BAC,Sell,6048,453.89,NYSE,pairs,ACC018,active
INT_000795,1700000000795000000,MSFT,Sell,7723,110.55,NASDAQ,mean_revert,ACC017,active
INT_000796,1700000000796000000,JNJ,Buy,3435,325.42,NYSE,market_neutral,ACC017,active
INT_000797,1700000000797000000,MSFT,Sell,9918,470.25,NASDAQ,pairs,ACC020,active
INT_000798,1700000000798000000,V,Sell,8618,308.81,NASDAQ,momentum,ACC020,active
INT_000799,1700000000799000000,HD,Sell,8524,378.13,NASDAQ,pairs,ACC006,active
INT_000800,1700000000800000000,KO,Buy,4769,490.67,NYSE,stat_arb,ACC001,active
INT_000801,1700000000801000000,WMT,Buy,3406,409.8,NASDAQ,pairs,ACC002,active
INT_000802,1700000000802000000,V,Sell,9191,412.72,NYSE,stat_arb,ACC007,active
INT_000803,1700000000803000000,BAC,Sell,1121,188.5,NASDAQ,stat_arb,ACC004,active
INT_000804,1700000000804000000,V,Sell,6498,375.98,NYSE,momentum,ACC007,active
INT_000805,1700000000805000000,V,Sell,7859,462.27,NYSE,momentum,ACC016,active
INT_000806,1700000000806000000,TSLA,Sell,8807,453.17,NASDAQ,pairs,ACC002,active
INT_000807,1700000000807000000,XOM,Sell,9266,376.23,NASDAQ,market_neutral,ACC018,active
INT_000808,1700000000808000000,AAPL,Buy,9470,358.47,NASDAQ,stat_arb,ACC005,active
INT_000809,1700000000809000000,GS,Buy,5566,492.63,NYSE,market_neutral,ACC020,active
INT_000810,1700000000810000000,UNH,Buy,9761,102.58,NASDAQ,mean_revert,ACC002,active
INT_000811,1700000000811000000,GS,Sell,1432,273.67,NYSE,mean_revert,ACC015,active
INT_000812,1700000000812000000,BAC,Buy,8613,186.04,NYSE,mean_revert,ACC002,active
INT_000813,1700000000813000000,NVDA,Buy,7280,277.7,NASDAQ,market_neutral,ACC005,active
INT_000814,1700000000814000000,NVDA,Sell,7931,379.6,NASDAQ,mean_revert,ACC005,active
INT_000815,1700000000815000000,AMZN,Buy,3371,376.06,NASDAQ,pairs,ACC017,active
INT_000816,1700000000816000000,AMZN,Buy,5105,469.55,NYSE,mean_revert,ACC015,active
INT_000817,1700000000817000000,GOOG,Buy,8539,394.78,NASDAQ,stat_arb,ACC019,active
INT_000818,1700000000818000000,BAC,Buy,5267,140.25,NASDAQ,mean_revert,ACC018,active
INT_000819,1700000000819000000,V,Sell,1937,172.69,NYSE,mean_revert,ACC004,active
INT_000820,1700000000820000000,AAPL,Buy,3394,294.14,NASDAQ,mean_revert,ACC005,active
INT_000821,1700000000821000000,BAC,Buy,2816,82.06,NASDAQ,market_neutral,ACC015,active
INT_000822,1700000000822000000,GOOG,Buy,485,261.83,NYSE,stat_arb,ACC013,active
INT_000823,1700000000823000000,GOOG,Buy,6997,226.36,NASDAQ,market_neutral,ACC012,active
INT_000824,1700000000824000000,BAC,Sell,3256,370.8,NYSE,pairs,ACC019,active
INT_000825,1700000000825000000,TSLA,Buy,7682,93.77,NASDAQ,pairs,ACC016,active
INT_000826,1700000000826000000,JPM,Buy,2364,437.49,NASDAQ,mean_revert,ACC013,active
INT_000827,1700000000827000000,META,Sell,5330,253.98,NYSE,stat_arb,ACC016,active
INT_000828,1700000000828000000,AMZN,Sell,7852,257.56,NYSE,mean_revert,ACC012,active
INT_000829,1700000000829000000,KO,Buy,8332,96.32,NYSE,mean_revert,ACC018,active
INT_000830,1700000000830000000,MSFT,Sell,8738,257.44,NASDAQ,momentum,ACC020,active
INT_000831,1700000000831000000,JPM,Buy,7913,222.72,NASDAQ,momentum,ACC019,active
INT_000832,1700000000832000000,JNJ,Sell,9303,404.3,NYSE,momentum,ACC003,active
INT_000833,1700000000833000000,HD,Sell,1883,316.47,NASDAQ,mean_revert,ACC018,active
INT_000834,1700000000834000000,AMZN,Sell,2896,188.62,NASDAQ,stat_arb,ACC020,active
INT_000835,1700000000835000000,AMZN,Sell,5374,272.43,NYSE,stat_arb,ACC007,active
INT_000836,1700000000836000000,TSLA,Buy,2413,347.4,NASDAQ,market_neutral,ACC010,active
INT_000837,1700000000837000000,UNH,Sell,3215,142.55,NASDAQ,mean_revert,ACC019,active
INT_000838,1700000000838000000,BAC,Sell,5650,495.63,NYSE,market_neutral,ACC017,active
INT_000839,1700000000839000000,UNH,Buy,4829,78.08,NYSE,stat_arb,ACC018,active
INT_000840,1700000000840000000,MA,Buy,4633,439.56,NYSE,pairs,ACC019,active
INT_000841,1700000000841000000,UNH,Sell,6281,232.71,NASDAQ,market_neutral,ACC007,active
INT_000842,1700000000842000000,META,Sell,2288,134.7,NASDAQ,mean_revert,ACC014,active
INT_000843,1700000000843000000,TSLA,Sell,2066,110.42,NYSE,stat_arb,ACC005,active
INT_000844,1700000000844000000,PG,Sell,2234,88.1,NASDAQ,pairs,ACC020,active
INT_000845,1700000000845000000,JNJ,Buy,7454,279.24,NASDAQ,pairs,ACC012,active
INT_000846,1700000000846000000,JPM,Buy,6969,322.06,NASDAQ,momentum,ACC017,active
INT_000847,1700000000847000000,GS,Sell,8958,309.36,NYSE,stat_arb,ACC019,active
INT_000848,1700000000848000000,PG,Sell,1864,311.12,NYSE,momentum,ACC017,active
INT_000849,1700000000849000000,GS,Sell,8479,85.21,NYSE,momentum,ACC016,active
INT_000850,1700000000850000000,MSFT,Sell,874,456.61,NYSE,pairs,ACC015,active
INT_000851,1700000000851000000,XOM,Sell,9413,380.22,NASDAQ,mean_revert,ACC010,active
INT_000852,1700000000852000000,BAC,Buy,588,362.77,NASDAQ,market_neutral,ACC009,active
INT_000853,1700000000853000000,GOOG,Sell,9482,126.09,NYSE,mean_revert,ACC020,active
INT_000854,1700000000854000000,AAPL,Sell,7952,87.13,NYSE,mean_revert,ACC009,active
INT_000855,1700000000855000000,TSLA,Sell,4519,436.04,NYSE,stat_arb,ACC020,active
INT_000856,1700000000856000000,META,Buy,7327,216.4,NYSE,mean_revert,ACC008,active
INT_000857,1700000000857000000,PG,Buy,8650,437.91,NASDAQ,stat_arb,ACC005,active
INT_000858,1700000000858000000,KO,Buy,8135,388.74,NASDAQ,pairs,ACC008,active
INT_000859,1700000000859000000,WMT,Buy,3464,309.99,NASDAQ,stat_arb,ACC009,active
INT_000860,1700000000860000000,AMZN,Buy,2755,258.81,NASDAQ,mean_revert,ACC016,active
INT_000861,1700000000861000000,CVX,Buy,6232,357.58,NASDAQ,pairs,ACC009,active
INT_000862,1700000000862000000,TSLA,Sell,204,179.96,NASDAQ,pairs,ACC011,active
INT_000863,1700000000863000000,XOM,Buy,1605,462.97,NASDAQ,pairs,ACC020,active
INT_000864,1700000000864000000,GS,Sell,4439,170.19,NYSE,mean_revert,ACC019,active
INT_000865,1700000000865000000,UNH,Sell,3971,380.44,NYSE,market_neutral,ACC011,active
INT_000866,1700000000866000000,META,Sell,8982,54.76,NYSE,stat_arb,ACC001,active
INT_000867,1700000000867000000,JNJ,Buy,8615,96.76,NASDAQ,mean_revert,ACC008,active
INT_000868,1700000000868000000,BAC,Sell,3173,65.32,NYSE,stat_arb,ACC020,active
INT_000869,1700000000869000000,NVDA,Buy,1975,88.87,NYSE,pairs,ACC019,active
INT_000870,1700000000870000000,META,Buy,3028,164.0,NASDAQ,stat_arb,ACC015,active
INT_000871,1700000000871000000,GS,Sell,5308,165.8,NYSE,mean_revert,ACC002,active
INT_000872,1700000000872000000,UNH,Sell,5460,498.18,NASDAQ,mean_revert,ACC006,active
INT_000873,1700000000873000000,WMT,Buy,8066,490.74,NYSE,market_neutral,ACC013,active
INT_000874,1700000000874000000,META,Sell,1786,114.74,NASDAQ,momentum,ACC020,active
INT_000875,1700000000875000000,AMZN,Sell,4253,96.48,NYSE,stat_arb,ACC019,active
INT_000876,1700000000876000000,GS,Sell,317,453.43,NYSE,stat_arb,ACC002,active
INT_000877,1700000000877000000,UNH,Sell,2493,365.02,NASDAQ,market_neutral,ACC001,active
INT_000878,1700000000878000000,XOM,Sell,7843,246.23,NYSE,market_neutral,ACC008,active
INT_000879,1700000000879000000,AAPL,Sell,7908,104.54,NASDAQ,mean_revert,ACC010,active
INT_000880,1700000000880000000,UNH,Buy,1495,214.41,NASDAQ,stat_arb,ACC015,active
INT_000881,1700000000881000000,BAC,Buy,2903,299.51,NASDAQ,momentum,ACC010,active
INT_000882,1700000000882000000,UNH,Buy,5896,268.93,NASDAQ,momentum,ACC005,active
INT_000883,1700000000883000000,GOOG,Buy,425,373.88,NYSE,pairs,ACC013,active
INT_000884,1700000000884000000,MSFT,Sell,8196,290.27,NASDAQ,stat_arb,ACC002,active
INT_000885,1700000000885000000,V,Buy,5543,404.5,NYSE,pairs,ACC004,active
INT_000886,1700000000886000000,NVDA,Sell,8801,117.03,NYSE,stat_arb,ACC002,active
INT_000887,1700000000887000000,TSLA,Sell,322,262.05,NYSE,momentum,ACC005,active
INT_000888,1700000000888000000,AAPL,Buy,828,457.1,NYSE,pairs,ACC020,active
INT_000889,1700000000889000000,META,Buy,1752,101.38,NYSE,stat_arb,ACC007,active
INT_000890,1700000000890000000,JNJ,Sell,6596,195.91,NYSE,mean_revert,ACC007,active
INT_000891,1700000000891000000,GOOG,Buy,5506,78.45,NASDAQ,momentum,ACC014,active
INT_000892,1700000000892000000,META,Sell,9077,124.25,NYSE,market_neutral,ACC002,active
INT_000893,1700000000893000000,TSLA,Buy,6172,399.95,NYSE,pairs,ACC003,active
INT_000894,1700000000894000000,AAPL,Buy,2949,466.76,NASDAQ,pairs,ACC016,active
INT_000895,1700000000895000000,TSLA,Buy,2354,337.92,NASDAQ,pairs,ACC008,active
INT_000896,1700000000896000000,META,Buy,9779,131.0,NASDAQ,market_neutral,ACC003,active
