confirm_id,trade_id,symbol,side,quantity,price,venue,status,fees,timestamp_ns
CFM_000571,INT_000571,WMT,Sell,5107,210.69,NASDAQ,confirmed,5.3,1700000000571000000
CFM_000572,INT_000572,GOOG,Buy,4109,454.78,NYSE,confirmed,9.39,1700000000572000000
CFM_000573,INT_000573,GS,Buy,5879,397.18,NYSE,confirmed,2.06,1700000000573000000
CFM_000574,INT_000574,GOOG,Buy,6265,330.92,NASDAQ,confirmed,5.89,1700000000574000000
CFM_000575,INT_000575,JPM,Buy,8814,328.22,NYSE,confirmed,3.29,1700000000575000000
CFM_000576,INT_000576,JPM,Buy,1357,142.6,NYSE,confirmed,5.01,1700000000576000000
CFM_000577,INT_000577,XOM,Sell,5520,386.02,NYSE,confirmed,7.24,1700000000577000000
CFM_000578,INT_000578,TSLA,Sell,4112,57.81,NYSE,confirmed,12.1,1700000000578000000
CFM_000579,INT_000579,JNJ,Buy,6326,248.01,NYSE,confirmed,5.14,1700000000579000000
CFM_000580,INT_000580,AMZN,Sell,5018,416.73,NASDAQ,confirmed,6.84,1700000000580000000
CFM_000581,INT_000581,AMZN,Sell,4690,303.12,NYSE,confirmed,11.15,1700000000581000000
CFM_000582,INT_000582,GS,Buy,7434,363.77,NASDAQ,confirmed,4.11,1700000000582000000
CFM_000583,INT_000583,META,Sell,889,246.55,NASDAQ,confirmed,12.46,1700000000583000000
CFM_000584,INT_000584,META,Sell,2758,350.01,NYSE,confirmed,3.82,1700000000584000000
CFM_000585,INT_000585,MA,Buy,7447,257.94,NYSE,confirmed,2.83,1700000000585000000
CFM_000586,INT_000586,CVX,Buy,8808,169.01,NYSE,confirmed,9.08,1700000000586000000
CFM_000587,INT_000587,HD,Sell,9895,211.21,NYSE,confirmed,6.07,1700000000587000000
CFM_000588,INT_000588,V,Buy,9577,174.33,NASDAQ,confirmed,10.02,1700000000588000000
CFM_000589,INT_000589,BAC,Sell,7097,163.14,NASDAQ,confirmed,2.59,1700000000589000000
CFM_000590,INT_000590,HD,Buy,504,166.02,NASDAQ,confirmed,2.96,1700000000590000000
CFM_000591,INT_000591,TSLA,Sell,8128,292.26,NASDAQ,confirmed,4.21,1700000000591000000
CFM_000592,INT_000592,AAPL,Buy,8236,314.57,NASDAQ,confirmed,9.19,1700000000592000000
CFM_000593,INT_000593,MA,Buy,2056,451.98,NASDAQ,confirmed,5.95,1700000000593000000
CFM_000594,INT_000594,GOOG,Buy,6948,270.54,NASDAQ,confirmed,13.6,1700000000594000000
CFM_000595,INT_000595,TSLA,Buy,948,408.86,NASDAQ,confirmed,10.16,1700000000595000000
CFM_000596,INT_000596,WMT,Sell,541,422.9,NASDAQ,confirmed,4.0,1700000000596000000
CFM_000597,INT_000597,JNJ,Buy,4076,97.63,NYSE,confirmed,3.71,1700000000597000000
CFM_000598,INT_000598,BAC,Buy,7994,314.33,NYSE,confirmed,12.13,1700000000598000000
CFM_000599,INT_000599,MSFT,Sell,4404,207.52,NASDAQ,confirmed,12.72,1700000000599000000
CFM_000600,INT_000600,PG,Sell,4738,341.42,NYSE,confirmed,13.1,1700000000600000000
CFM_000601,INT_000601,CVX,Sell,8036,359.27,NASDAQ,confirmed,13.85,1700000000601000000
CFM_000602,INT_000602,MA,Buy,6938,458.27,NASDAQ,confirmed,8.06,1700000000602000000
CFM_000603,INT_000603,XOM,Buy,5703,211.36,NASDAQ,confirmed,2.09,1700000000603000000
CFM_000604,INT_000604,V,Sell,6823,354.8,NYSE,confirmed,12.96,1700000000604000000
CFM_000605,INT_000605,JNJ,Sell,716,304.55,NASDAQ,confirmed,14.05,1700000000605000000
CFM_000606,INT_000606,JPM,Sell,4120,233.3,NYSE,confirmed,5.45,1700000000606000000
CFM_000607,INT_000607,MA,Sell,1966,363.02,NYSE,confirmed,13.02,1700000000607000000
CFM_000608,INT_000608,MSFT,Buy,3402,314.16,NASDAQ,confirmed,14.77,1700000000608000000
CFM_000609,INT_000609,META,Buy,4282,457.83,NYSE,confirmed,7.91,1700000000609000000
CFM_000610,INT_000610,MA,Sell,9954,231.84,NYSE,confirmed,1.68,1700000000610000000
CFM_000611,INT_000611,TSLA,Sell,9308,252.97,NASDAQ,confirmed,8.59,1700000000611000000
CFM_000612,INT_000612,UNH,Sell,9077,186.88,NASDAQ,confirmed,8.78,1700000000612000000
CFM_000613,INT_000613,XOM,Sell,3257,88.37,NASDAQ,confirmed,13.98,1700000000613000000
CFM_000614,INT_000614,GOOG,Sell,2664,272.6,NYSE,confirmed,4.27,1700000000614000000
CFM_000615,INT_000615,NVDA,Sell,9360,443.77,NYSE,confirmed,3.12,1700000000615000000
CFM_000616,INT_000616,MA,Buy,6923,162.7,NYSE,confirmed,0.56,1700000000616000000
CFM_000617,INT_000617,AMZN,Buy,7918,176.71,NYSE,confirmed,2.1,1700000000617000000
CFM_000618,INT_000618,UNH,Buy,1778,388.92,NYSE,confirmed,8.77,1700000000618000000
CFM_000619,INT_000619,XOM,Sell,4003,260.01,NYSE,confirmed,12.63,1700000000619000000
CFM_000620,INT_000620,MA,Sell,3716,415.54,NYSE,confirmed,6.59,1700000000620000000
CFM_000621,INT_000621,TSLA,Buy,3166,55.43,NYSE,confirmed,5.55,1700000000621000000
CFM_000622,INT_000622,PG,Buy,5790,270.65,NASDAQ,confirmed,6.18,1700000000622000000
CFM_000623,INT_000623,BAC,Buy,9971,284.38,NYSE,confirmed,0.53,1700000000623000000
CFM_000624,INT_000624,BAC,Buy,588,147.69,NYSE,confirmed,7.3,1700000000624000000
CFM_000625,INT_000625,AAPL,Buy,2098,188.84,NYSE,confirmed,10.79,1700000000625000000
CFM_000626,INT_000626,BAC,Sell,3401,386.67,NASDAQ,confirmed,2.35,1700000000626000000
CFM_000627,INT_000627,JPM,Sell,6779,86.39,NYSE,confirmed,0.69,1700000000627000000
CFM_000628,INT_000628,JPM,Buy,7043,435.63,NASDAQ,confirmed,7.83,1700000000628000000
CFM_000629,INT_000629,JNJ,Buy,1109,302.98,NYSE,confirmed,13.82,1700000000629000000
CFM_000630,INT_000630,MSFT,Buy,1548,345.14,NYSE,confirmed,7.79,1700000000630000000
CFM_000631,INT_000631,MSFT,Sell,7946,407.83,NYSE,confirmed,12.24,1700000000631000000
CFM_000632,INT_000632,NVDA,Sell,6955,223.22,NYSE,confirmed,6.19,1700000000632000000
CFM_000633,INT_000633,KO,Sell,7876,128.83,NYSE,confirmed,9.93,1700000000633000000
CFM_000634,INT_000634,META,Sell,5357,311.68,NASDAQ,confirmed,5.38,1700000000634000000
CFM_000635,INT_000635,NVDA,Buy,8060,325.0,NYSE,confirmed,10.18,1700000000635000000
CFM_000636,INT_000636,KO,Sell,515,424.67,NASDAQ,confirmed,5.74,1700000000636000000
CFM_000637,INT_000637,MA,Buy,1773,347.07,NYSE,confirmed,10.8,1700000000637000000
CFM_000638,INT_000638,V,Buy,7353,478.78,NASDAQ,confirmed,6.51,1700000000638000000
CFM_000639,INT_000639,AMZN,Sell,787,415.98,NYSE,confirmed,1.29,1700000000639000000
CFM_000640,INT_000640,UNH,Sell,9110,77.71,NYSE,confirmed,2.32,1700000000640000000
CFM_000641,INT_000641,UNH,Sell,2496,177.82,NASDAQ,confirmed,12.03,1700000000641000000
CFM_000642,INT_000642,KO,Buy,8210,209.99,NYSE,confirmed,7.86,1700000000642000000
CFM_000643,INT_000643,META,Buy,1219,197.6,NASDAQ,confirmed,9.01,1700000000643000000
CFM_000644,INT_000644,WMT,Sell,6787,170.71,NYSE,confirmed,4.07,1700000000644000000
CFM_000645,INT_000645,MSFT,Sell,5777,248.21,NASDAQ,confirmed,2.5,1700000000645000000
CFM_000646,INT_000646,META,Buy,6346,98.83,NASDAQ,confirmed,10.02,1700000000646000000
CFM_000647,INT_000647,HD,Buy,2156,303.23,NASDAQ,confirmed,8.92,1700000000647000000
CFM_000648,INT_000648,BAC,Buy,4204,383.16,NASDAQ,confirmed,7.14,1700000000648000000
CFM_000649,INT_000649,JNJ,Sell,1268,374.82,NYSE,confirmed,13.82,1700000000649000000
CFM_000650,INT_000650,CVX,Sell,5633,331.4,NYSE,confirmed,11.77,1700000000650000000
CFM_000651,INT_000651,GOOG,Buy,6031,317.45,NASDAQ,confirmed,11.3,1700000000651000000
CFM_000652,INT_000652,XOM,Buy,2330,475.74,NASDAQ,confirmed,14.41,1700000000652000000
CFM_000653,INT_000653,HD,Buy,6295,413.18,NYSE,confirmed,8.9,1700000000653000000
CFM_000654,INT_000654,BAC,Buy,2536,336.7,NYSE,confirmed,6.52,1700000000654000000
CFM_000655,INT_000655,AMZN,Sell,3774,234.39,NASDAQ,confirmed,8.26,1700000000655000000
CFM_000656,INT_000656,WMT,Buy,21,351.02,NYSE,confirmed,13.58,1700000000656000000
CFM_000657,INT_000657,JPM,Buy,9030,472.92,NYSE,confirmed,14.18,1700000000657000000
CFM_000658,INT_000658,META,Buy,9477,328.01,NASDAQ,confirmed,12.86,1700000000658000000
CFM_000659,INT_000659,JNJ,Buy,7266,123.75,NYSE,confirmed,3.39,1700000000659000000
CFM_000660,INT_000660,WMT,Buy,4847,398.46,NYSE,confirmed,14.81,1700000000660000000
CFM_000661,INT_000661,UNH,Sell,6899,267.36,NASDAQ,confirmed,9.79,1700000000661000000
CFM_000662,INT_000662,HD,Buy,5703,232.53,NASDAQ,confirmed,7.61,1700000000662000000
CFM_000663,INT_000663,BAC,Buy,9659,233.62,NASDAQ,confirmed,0.99,1700000000663000000
CFM_000664,INT_000664,GS,Sell,7392,140.55,NYSE,confirmed,1.6,1700000000664000000
CFM_000665,INT_000665,GS,Buy,9682,475.82,NASDAQ,confirmed,4.42,1700000000665000000
CFM_000666,INT_000666,JNJ,Sell,3959,373.41,NYSE,confirmed,11.45,1700000000666000000
CFM_000667,INT_000667,XOM,Sell,8755,106.03,NYSE,confirmed,5.29,1700000000667000000
CFM_000668,INT_000668,AMZN,Buy,9673,410.36,NASDAQ,confirmed,12.67,1700000000668000000
CFM_000669,INT_000669,JNJ,Buy,5191,172.45,NASDAQ,confirmed,11.77,1700000000669000000
CFM_000670,INT_000670,GOOG,Buy,9243,197.5,NYSE,confirmed,4.93,1700000000670000000
CFM_000671,INT_000671,MSFT,Sell,6335,104.97,NASDAQ,confirmed,9.32,1700000000671000000
CFM_000672,INT_000672,WMT,Buy,679,61.51,NYSE,confirmed,14.51,1700000000672000000
CFM_000673,INT_000673,GOOG,Sell,3444,283.57,NASDAQ,confirmed,4.24,1700000000673000000
CFM_000674,INT_000674,WMT,Buy,5073,377.81,NASDAQ,confirmed,4.04,1700000000674000000
CFM_000675,INT_000675,UNH,Buy,9410,336.3,NYSE,confirmed,8.54,1700000000675000000
CFM_000676,INT_000676,GS,Buy,3461,98.29,NASDAQ,confirmed,14.22,1700000000676000000
CFM_000677,INT_000677,UNH,Sell,1118,285.65,NYSE,confirmed,2.08,1700000000677000000
CFM_000678,INT_000678,AAPL,Sell,4823,106.63,NASDAQ,confirmed,9.99,1700000000678000000
CFM_000679,INT_000679,META,Sell,1120,96.6,NYSE,confirmed,3.35,1700000000679000000
CFM_000680,INT_000680,MA,Sell,245,310.02,NYSE,confirmed,10.1,1700000000680000000
CFM_000681,INT_000681,BAC,Buy,2982,191.08,NASDAQ,confirmed,9.51,1700000000681000000
CFM_000682,INT_000682,HD,Buy,3749,392.15,NYSE,confirmed,4.08,1700000000682000000
CFM_000683,INT_000683,CVX,Sell,6870,494.27,NASDAQ,confirmed,12.86,1700000000683000000
CFM_000684,INT_000684,GOOG,Sell,2718,428.69,NASDAQ,confirmed,13.5,1700000000684000000
CFM_000685,INT_000685,MSFT,Buy,5084,57.51,NYSE,confirmed,8.68,1700000000685000000
CFM_000686,INT_000686,PG,Buy,8755,257.51,NASDAQ,confirmed,10.2,1700000000686000000
CFM_000687,INT_000687,NVDA,Buy,8661,94.96,NYSE,confirmed,6.41,1700000000687000000
CFM_000688,INT_000688,META,Buy,7345,367.54,NYSE,confirmed,6.08,1700000000688000000
CFM_000689,INT_000689,UNH,Buy,8362,125.08,NYSE,confirmed,7.34,1700000000689000000
CFM_000690,INT_000690,MA,Sell,9172,85.93,NASDAQ,confirmed,2.2,1700000000690000000
CFM_000691,INT_000691,JPM,Buy,1282,415.72,NASDAQ,confirmed,1.32,1700000000691000000
CFM_000692,INT_000692,WMT,Sell,6661,429.0,NASDAQ,confirmed,1.54,1700000000692000000
CFM_000693,INT_000693,TSLA,Buy,556,443.56,NYSE,confirmed,13.87,1700000000693000000
CFM_000694,INT_000694,XOM,Sell,5246,411.72,NASDAQ,confirmed,0.99,1700000000694000000
CFM_000695,INT_000695,XOM,Buy,3913,355.81,NYSE,confirmed,3.53,1700000000695000000
CFM_000696,INT_000696,AAPL,Sell,7184,269.96,NASDAQ,confirmed,2.11,1700000000696000000
CFM_000697,INT_000697,META,Sell,9792,262.47,NYSE,confirmed,5.98,1700000000697000000
CFM_000698,INT_000698,V,Sell,1060,135.2,NASDAQ,confirmed,4.59,1700000000698000000
CFM_000699,INT_000699,JNJ,Sell,4249,364.11,NYSE,confirmed,10.57,1700000000699000000
CFM_000700,INT_000700,BAC,Sell,3759,253.67,NYSE,confirmed,5.65,1700000000700000000
CFM_000701,INT_000701,BAC,Sell,8500,289.33,NASDAQ,confirmed,2.52,1700000000701000000
CFM_000702,INT_000702,JNJ,Buy,1853,417.37,NASDAQ,confirmed,14.25,1700000000702000000
CFM_000703,INT_000703,AMZN,Buy,5165,381.12,NASDAQ,confirmed,13.45,1700000000703000000
CFM_000704,INT_000704,JPM,Sell,1231,193.9,NASDAQ,confirmed,4.66,1700000000704000000
CFM_000705,INT_000705,JNJ,Sell,617,342.05,NYSE,confirmed,10.08,1700000000705000000
CFM_000706,INT_000706,CVX,Buy,9979,295.07,NYSE,confirmed,14.89,1700000000706000000
CFM_000707,INT_000707,HD,Buy,4256,245.26,NYSE,confirmed,3.07,1700000000707000000
CFM_000708,INT_000708,PG,Sell,8351,478.88,NYSE,confirmed,4.11,1700000000708000000
CFM_000709,INT_000709,BAC,Sell,6183,141.24,NYSE,confirmed,12.88,1700000000709000000
CFM_000710,INT_000710,CVX,Buy,4011,185.29,NASDAQ,confirmed,2.51,1700000000710000000
CFM_000711,INT_000711,V,Sell,888,202.55,NASDAQ,confirmed,13.02,1700000000711000000
CFM_000712,INT_000712,V,Sell,8701,472.36,NYSE,confirmed,6.34,1700000000712000000
CFM_000713,INT_000713,CVX,Buy,3328,411.84,NASDAQ,confirmed,14.93,1700000000713000000
CFM_000714,INT_000714,TSLA,Sell,1462,219.89,NASDAQ,confirmed,11.71,1700000000714000000
CFM_000715,INT_000715,XOM,Sell,9512,470.99,NASDAQ,confirmed,7.48,1700000000715000000
CFM_000716,INT_000716,META,Buy,7700,61.06,NASDAQ,confirmed,9.95,1700000000716000000
CFM_000717,INT_000717,GS,Sell,9189,390.84,NYSE,confirmed,6.49,1700000000717000000
CFM_000718,INT_000718,AMZN,Buy,2022,408.44,NYSE,confirmed,3.09,1700000000718000000
CFM_000719,INT_000719,HD,Sell,1489,397.35,NYSE,confirmed,14.03,1700000000719000000
CFM_000720,INT_000720,JPM,Buy,8372,389.15,NYSE,confirmed,13.07,1700000000720000000
CFM_000721,INT_000721,UNH,Buy,5720,158.29,NASDAQ,confirmed,13.08,1700000000721000000
CFM_000722,INT_000722,AMZN,Sell,4508,203.78,NASDAQ,confirmed,1.43,1700000000722000000
CFM_000723,INT_000723,CVX,Buy,5224,292.45,NYSE,confirmed,1.74,1700000000723000000
CFM_000724,INT_000724,AAPL,Buy,3815,206.22,NYSE,confirmed,0.91,1700000000724000000
CFM_000725,INT_000725,META,Buy,7073,263.68,NASDAQ,confirmed,10.18,1700000000725000000
CFM_000726,INT_000726,KO,Buy,5062,492.73,NASDAQ,confirmed,5.72,1700000000726000000
CFM_000727,INT_000727,AMZN,Sell,8263,312.9,NASDAQ,confirmed,9.99,1700000000727000000
CFM_000728,INT_000728,MSFT,Buy,2430,400.76,NASDAQ,confirmed,1.37,1700000000728000000
CFM_000729,INT_000729,JNJ,Buy,8855,233.5,NASDAQ,confirmed,6.1,1700000000729000000
CFM_000730,INT_000730,NVDA,Sell,7190,223.97,NYSE,confirmed,3.56,1700000000730000000
CFM_000731,INT_000731,HD,Buy,5932,294.97,NYSE,confirmed,8.05,1700000000731000000
CFM_000732,INT_000732,BAC,Sell,7658,469.81,NYSE,confirmed,6.2,1700000000732000000
CFM_000733,INT_000733,MSFT,Sell,3325,159.84,NASDAQ,confirmed,6.12,1700000000733000000
CFM_000734,INT_000734,AMZN,Sell,2593,384.9,NYSE,confirmed,7.96,1700000000734000000
CFM_000735,INT_000735,AAPL,Buy,3409,365.45,NASDAQ,confirmed,5.02,1700000000735000000
CFM_000736,INT_000736,GOOG,Sell,8195,176.58,NYSE,confirmed,9.66,1700000000736000000
CFM_000737,INT_000737,JNJ,Buy,4173,433.96,NYSE,confirmed,12.95,1700000000737000000
CFM_000738,INT_000738,GOOG,Buy,1566,77.48,NYSE,confirmed,6.13,1700000000738000000
CFM_000739,INT_000739,JPM,Sell,7080,130.52,NYSE,confirmed,8.1,1700000000739000000
CFM_000740,INT_000740,MA,Sell,5023,82.57,NYSE,confirmed,8.23,1700000000740000000
CFM_000741,INT_000741,V,Sell,6209,118.52,NASDAQ,confirmed,1.6,1700000000741000000
CFM_000742,INT_000742,AMZN,Buy,8389,190.49,NASDAQ,confirmed,1.66,1700000000742000000
CFM_000743,INT_000743,UNH,Sell,726,382.9,NYSE,confirmed,3.15,1700000000743000000
CFM_000744,INT_000744,UNH,Buy,4862,238.48,NYSE,confirmed,9.74,1700000000744000000
CFM_000745,INT_000745,WMT,Sell,5506,139.66,NYSE,confirmed,13.68,1700000000745000000
CFM_000746,INT_000746,UNH,Buy,5126,174.86,NYSE,confirmed,6.54,1700000000746000000
CFM_000747,INT_000747,PG,Sell,5243,494.04,NYSE,confirmed,12.8,1700000000747000000
CFM_000748,INT_000748,TSLA,Buy,7064,207.12,NYSE,confirmed,13.71,1700000000748000000
CFM_000749,INT_000749,GS,Buy,3474,398.38,NYSE,confirmed,5.52,1700000000749000000
CFM_000750,INT_000750,GS,Buy,7561,84.32,NYSE,confirmed,9.81,1700000000750000000
CFM_000751,INT_000751,AAPL,Sell,2820,327.45,NASDAQ,confirmed,0.85,1700000000751000000
CFM_000752,INT_000752,JPM,Buy,5679,337.41,NYSE,confirmed,12.69,1700000000752000000
CFM_000753,INT_000753,JNJ,Sell,1554,163.66,NASDAQ,confirmed,3.89,1700000000753000000
CFM_000754,INT_000754,JPM,Buy,2009,274.83,NYSE,confirmed,4.19,1700000000754000000
CFM_000755,INT_000755,HD,Sell,5856,164.96,NYSE,confirmed,2.98,1700000000755000000
CFM_000756,INT_000756,CVX,Buy,4805,389.18,NYSE,confirmed,2.77,1700000000756000000
CFM_000757,INT_000757,META,Buy,5851,403.76,NYSE,confirmed,1.19,1700000000757000000
CFM_000758,INT_000758,HD,Sell,2282,99.8,NASDAQ,confirmed,13.16,1700000000758000000
CFM_000759,INT_000759,CVX,Buy,1979,487.49,NYSE,confirmed,6.55,1700000000759000000
CFM_000760,INT_000760,JNJ,Buy,5484,484.19,NASDAQ,confirmed,11.51,1700000000760000000
CFM_000761,INT_000761,PG,Buy,2236,175.35,NYSE,confirmed,3.86,1700000000761000000
CFM_000762,INT_000762,KO,Sell,3919,74.38,NYSE,confirmed,5.8,1700000000762000000
CFM_000763,INT_000763,META,Sell,4115,320.16,NYSE,confirmed,11.93,1700000000763000000
CFM_000764,INT_000764,JPM,Buy,8297,482.13,NASDAQ,confirmed,1.19,1700000000764000000
CFM_000765,INT_000765,JPM,Sell,6448,209.65,NYSE,confirmed,9.14,1700000000765000000
CFM_000766,INT_000766,HD,Sell,2539,429.34,NASDAQ,confirmed,11.19,1700000000766000000
CFM_000767,INT_000767,AAPL,Buy,3692,493.4,NASDAQ,confirmed,9.79,1700000000767000000
CFM_000768,INT_000768,AMZN,Sell,9129,235.16,NYSE,confirmed,12.53,1700000000768000000
CFM_000769,INT_000769,HD,Buy,8453,193.7,NYSE,confirmed,5.32,1700000000769000000
CFM_000770,INT_000770,GOOG,Sell,8384,434.72,NYSE,confirmed,5.35,1700000000770000000
CFM_000771,INT_000771,AAPL,Sell,1941,300.69,NYSE,confirmed,7.27,1700000000771000000
CFM_000772,INT_000772,META,Buy,982,326.43,NASDAQ,confirmed,4.17,1700000000772000000
CFM_000773,INT_000773,GS,Sell,9388,360.89,NYSE,confirmed,10.53,1700000000773000000
CFM_000774,INT_000774,PG,Buy,7946,472.84,NYSE,confirmed,0.93,1700000000774000000
CFM_000775,INT_000775,GS,Sell,6473,287.54,NASDAQ,confirmed,13.77,1700000000775000000
CFM_000776,INT_000776,XOM,Sell,5409,353.39,NASDAQ,confirmed,11.44,1700000000776000000
CFM_000777,INT_000777,PG,Sell,4566,319.49,NASDAQ,confirmed,5.97,1700000000777000000
CFM_000778,INT_000778,AAPL,Sell,2223,148.6,NASDAQ,confirmed,11.08,1700000000778000000
CFM_000779,INT_000779,BAC,Sell,4324,96.59,NYSE,confirmed,8.6,1700000000779000000
CFM_000780,INT_000780,CVX,Buy,3171,246.36,NYSE,confirmed,7.77,1700000000780000000
CFM_000781,INT_000781,TSLA,Sell,2185,405.73,NASDAQ,confirmed,0.57,1700000000781000000
CFM_000782,INT_000782,NVDA,Buy,5990,102.64,NYSE,confirmed,2.48,1700000000782000000
CFM_000783,INT_000783,KO,Sell,7925,488.42,NASDAQ,confirmed,2.42,1700000000783000000
CFM_000784,INT_000784,JNJ,Sell,9195,180.35,NYSE,confirmed,3.65,1700000000784000000
CFM_000785,INT_000785,AMZN,Sell,3226,230.17,NYSE,confirmed,7.17,1700000000785000000
CFM_000786,INT_000786,TSLA,Sell,9078,80.18,NASDAQ,confirmed,4.04,1700000000786000000
CFM_000787,INT_000787,UNH,Sell,2577,324.42,NYSE,confirmed,11.46,1700000000787000000
CFM_000788,INT_000788,JPM,Buy,3437,480.34,NASDAQ,confirmed,3.98,1700000000788000000
CFM_000789,INT_000789,MA,Buy,6516,68.8,NASDAQ,confirmed,3.23,1700000000789000000
CFM_000790,INT_000790,KO,Sell,3888,180.63,NYSE,confirmed,1.85,1700000000790000000
CFM_000791,INT_000791,GS,Sell,5000,254.88,NASDAQ,confirmed,4.45,1700000000791000000
CFM_000792,INT_000792,PG,Buy,7375,435.3,NYSE,confirmed,4.49,1700000000792000000
CFM_000793,INT_000793,HD,Buy,9445,492.32,NASDAQ,confirmed,8.24,1700000000793000000
CFM_000794,INT_000794,KO,Sell,5983,420.3,NASDAQ,confirmed,14.66,1700000000794000000
CFM_000795,INT_000795,V,Sell,7394,154.86,NASDAQ,confirmed,1.86,1700000000795000000
CFM_000796,INT_000796,GOOG,Buy,4119,59.56,NASDAQ,confirmed,3.48,1700000000796000000
CFM_000797,INT_000797,UNH,Buy,848,283.5,NYSE,confirmed,4.75,1700000000797000000
CFM_000798,INT_000798,AMZN,Sell,5150,243.19,NASDAQ,confirmed,13.41,1700000000798000000
CFM_000799,INT_000799,GOOG,Sell,2656,412.3,NASDAQ,confirmed,10.1,1700000000799000000
CFM_000800,INT_000800,MSFT,Sell,9450,314.69,NASDAQ,confirmed,5.14,1700000000800000000
CFM_000801,INT_000801,WMT,Buy,3804,234.58,NASDAQ,confirmed,11.57,1700000000801000000
CFM_000802,INT_000802,AMZN,Buy,4330,292.11,NASDAQ,confirmed,6.87,1700000000802000000
CFM_000803,INT_000803,CVX,Sell,7370,469.87,NYSE,confirmed,14.14,1700000000803000000
CFM_000804,INT_000804,UNH,Sell,7826,362.41,NYSE,confirmed,8.52,1700000000804000000
CFM_000805,INT_000805,TSLA,Buy,2733,432.27,NASDAQ,confirmed,13.72,1700000000805000000
CFM_000806,INT_000806,META,Sell,9470,479.88,NYSE,confirmed,9.56,1700000000806000000
CFM_000807,INT_000807,UNH,Buy,8690,181.49,NASDAQ,confirmed,10.32,1700000000807000000
CFM_000808,INT_000808,CVX,Sell,6037,136.99,NYSE,confirmed,1.39,1700000000808000000
CFM_000809,INT_000809,GS,Buy,7476,454.64,NYSE,confirmed,2.3,1700000000809000000
CFM_000810,INT_000810,V,Sell,9274,231.6,NASDAQ,confirmed,0.82,1700000000810000000
CFM_000811,INT_000811,AMZN,Sell,4195,164.87,NYSE,confirmed,4.43,1700000000811000000
CFM_000812,INT_000812,BAC,Buy,88,76.6,NASDAQ,confirmed,1.03,1700000000812000000
CFM_000813,INT_000813,WMT,Sell,6732,70.31,NYSE,confirmed,11.73,1700000000813000000
CFM_000814,INT_000814,AMZN,Buy,6937,190.56,NYSE,confirmed,6.95,1700000000814000000
CFM_000815,INT_000815,KO,Sell,2613,312.94,NYSE,confirmed,3.06,1700000000815000000
CFM_000816,INT_000816,CVX,Sell,5015,119.24,NYSE,confirmed,11.27,1700000000816000000
CFM_000817,INT_000817,GS,Sell,9442,420.27,NYSE,confirmed,13.49,1700000000817000000
CFM_000818,INT_000818,MA,Buy,9784,266.2,NYSE,confirmed,12.28,1700000000818000000
CFM_000819,INT_000819,JNJ,Sell,4529,250.41,NASDAQ,confirmed,7.88,1700000000819000000
CFM_000820,INT_000820,WMT,Buy,7945,459.4,NYSE,confirmed,12.67,1700000000820000000
CFM_000821,INT_000821,V,Buy,9626,385.19,NYSE,confirmed,5.64,1700000000821000000
CFM_000822,INT_000822,HD,Buy,7057,361.94,NASDAQ,confirmed,7.16,1700000000822000000
CFM_000823,INT_000823,CVX,Sell,3205,371.62,NYSE,confirmed,11.63,1700000000823000000
CFM_000824,INT_000824,AMZN,Sell,4752,467.77,NYSE,confirmed,4.23,1700000000824000000
CFM_000825,INT_000825,META,Sell,6187,479.34,NYSE,confirmed,1.18,1700000000825000000
CFM_000826,INT_000826,AMZN,Buy,1641,234.05,NASDAQ,confirmed,12.78,1700000000826000000
CFM_000827,INT_000827,WMT,Sell,2429,266.13,NYSE,confirmed,6.85,1700000000827000000
CFM_000828,INT_000828,TSLA,Sell,9441,496.8,NASDAQ,confirmed,1.99,1700000000828000000
CFM_000829,INT_000829,JNJ,Buy,5347,54.17,NASDAQ,confirmed,3.09,1700000000829000000
CFM_000830,INT_000830,WMT,Buy,9340,374.32,NYSE,confirmed,10.47,1700000000830000000
CFM_000831,INT_000831,NVDA,Buy,7990,458.8,NASDAQ,confirmed,7.2,1700000000831000000
CFM_000832,INT_000832,TSLA,Buy,7192,65.59,NASDAQ,confirmed,5.02,1700000000832000000
CFM_000833,INT_000833,MSFT,Sell,3813,308.55,NASDAQ,confirmed,7.9,1700000000833000000
CFM_000834,INT_000834,JNJ,Sell,7915,106.75,NASDAQ,confirmed,1.29,1700000000834000000
CFM_000835,INT_000835,BAC,Sell,7667,494.97,NYSE,confirmed,14.73,1700000000835000000
CFM_000836,INT_000836,GOOG,Buy,7150,329.16,NASDAQ,confirmed,10.56,1700000000836000000
CFM_000837,INT_000837,AMZN,Sell,5759,64.77,NYSE,confirmed,6.2,1700000000837000000
CFM_000838,INT_000838,MSFT,Buy,4226,63.28,NASDAQ,confirmed,3.78,1700000000838000000
CFM_000839,INT_000839,TSLA,Buy,918,416.99,NASDAQ,confirmed,6.07,1700000000839000000
CFM_000840,INT_000840,JNJ,Sell,5301,178.92,NYSE,confirmed,5.2,1700000000840000000
CFM_000841,INT_000841,META,Sell,2578,332.24,NYSE,confirmed,10.53,1700000000841000000
CFM_000842,INT_000842,JNJ,Sell,3635,200.72,NYSE,confirmed,14.2,1700000000842000000
CFM_000843,INT_000843,XOM,Sell,1210,259.86,NYSE,confirmed,5.8,1700000000843000000
CFM_000844,INT_000844,MSFT,Buy,8518,64.41,NASDAQ,confirmed,7.07,1700000000844000000
